date,wind,rain,snow,temp_avg,temp_max,temp_min
01/01,3.243888888888889,0.0013020833333333333,0.0,46.86206896551724,55.18292682926829,37.397590361445786
01/02,2.6472222222222226,0.014390243902439025,0.0,48.51724137931034,55.963855421686745,39.795180722891565
01/03,3.33,0.04446601941747573,0.0,50.41379310344828,58.116279069767444,41.63953488372093
01/04,4.611111111111111,0.23306306306306307,0.0,50.86206896551724,58.43529411764706,42.10588235294118
01/05,5.1688888888888895,0.23529411764705882,0.0,48.89655172413793,56.31764705882353,41.48235294117647
01/06,4.66,0.22190476190476194,0.0,48.6551724137931,56.44705882352941,40.41860465116279
01/07,4.250555555555556,0.2787330316742081,0.01875,51.0,58.423529411764704,41.68235294117647
01/08,5.081666666666667,0.25940639269406396,0.0,51.6551724137931,57.726190476190474,44.26190476190476
01/09,5.27,0.5005150214592274,0.0,49.48275862068966,56.76470588235294,43.023529411764706
01/10,3.789444444444444,0.14234234234234236,0.00410958904109589,49.03448275862069,57.305882352941175,42.03529411764706
01/11,3.6033333333333335,0.1764814814814815,0.0,49.206896551724135,57.206896551724135,41.5632183908046
01/12,3.9894444444444446,0.07142857142857142,0.03636363636363636,48.10344827586207,56.023529411764706,41.05882352941177
01/13,3.6166666666666663,0.03685185185185185,0.0,49.793103448275865,58.10344827586207,40.241379310344826
01/14,4.162777777777778,0.011497584541062802,0.0,50.689655172413794,58.714285714285715,41.0
01/15,3.8777777777777778,0.04083333333333333,0.0,50.6551724137931,59.15294117647059,41.141176470588235
01/16,5.331666666666667,0.15830917874396136,0.0,51.3448275862069,59.0,42.294117647058826
01/17,3.6161111111111106,0.2592753623188406,0.15048543689320387,52.689655172413794,59.93975903614458,42.98795180722892
01/18,4.324444444444445,0.1918571428571429,0.0,52.96551724137931,61.1625,43.76543209876543
01/19,4.697222222222221,0.21058823529411763,0.0,51.758620689655174,59.29761904761905,43.5
01/20,4.86,0.2295154185022026,0.006493506493506494,51.06896551724138,59.47674418604651,42.2906976744186
01/21,5.158888888888889,0.26721973094170404,0.023469387755102038,51.03448275862069,59.325301204819276,41.44578313253012
01/22,5.915,0.19851694915254234,0.014473684210526317,50.3448275862069,57.65882352941176,41.92941176470588
01/23,4.076666666666667,0.24263829787234045,0.025974025974025976,49.827586206896555,57.397590361445786,42.19277108433735
01/24,3.5294444444444446,0.07018181818181819,0.0,49.93103448275862,57.34117647058824,42.16470588235294
01/25,3.7416666666666663,0.08723684210526315,0.01842105263157895,51.689655172413794,59.904761904761905,43.25
01/26,3.9777777777777774,0.03164319248826291,0.0016806722689075631,50.827586206896555,59.01204819277108,42.674698795180724
01/27,4.822777777777778,0.1479047619047619,0.0024390243902439024,50.44827586206897,59.01219512195122,42.47560975609756
01/28,3.678888888888889,0.206183574879227,0.03007518796992481,51.41379310344828,60.160493827160494,42.72839506172839
01/29,3.691666666666667,0.09934579439252335,0.016483516483516484,52.62068965517241,60.9277108433735,44.170731707317074
01/30,3.803888888888889,0.034724770642201835,0.0,53.10344827586207,62.06024096385542,44.54216867469879
01/31,4.150555555555556,0.08556074766355141,0.012149532710280374,52.89655172413793,61.34146341463415,43.707317073170735
02/01,5.529444444444445,0.011495327102803737,0.0,52.62068965517241,61.07058823529412,43.16470588235294
02/02,7.406666666666668,0.1652586206896552,0.0,50.89655172413793,58.8780487804878,42.609756097560975
02/03,4.860555555555556,0.21707762557077628,0.0,49.58620689655172,57.845238095238095,42.11904761904762
02/04,4.138333333333334,0.1299532710280374,0.0024590163934426227,49.93103448275862,58.58139534883721,41.30232558139535
02/05,4.747222222222222,0.06575471698113207,0.06201550387596899,50.37931034482759,59.76470588235294,41.38823529411765
02/06,6.0649999999999995,0.2040990990990991,0.0,52.41379310344828,59.906976744186046,43.7093023255814
02/07,6.027777777777778,0.42838983050847457,0.00101010101010101,53.55172413793103,61.10344827586207,45.747126436781606
02/08,6.015000000000001,0.16651063829787235,0.016666666666666666,53.55172413793103,60.74418604651163,46.104651162790695
02/09,5.7283333333333335,0.22517699115044248,0.05851063829787234,53.58620689655172,61.07142857142857,45.75
02/10,4.7461111111111105,0.2329223744292237,0.08202247191011236,52.03448275862069,60.872093023255815,43.46511627906977
02/11,4.560555555555556,0.018942307692307696,0.0,51.51724137931034,60.36585365853659,42.08536585365854
02/12,4.375555555555556,0.028605769230769233,0.0,52.0,61.09411764705882,42.62352941176471
02/13,5.989999999999999,0.08726415094339622,0.04326923076923077,52.51724137931034,62.0,43.906976744186046
02/14,4.05111111111111,0.25192307692307697,0.0,53.06896551724138,62.5,43.714285714285715
02/15,5.282222222222223,0.09446601941747573,0.01904761904761905,54.06896551724138,62.707317073170735,44.65853658536585
02/16,5.057777777777777,0.10447004608294931,0.06770833333333333,53.275862068965516,63.258823529411764,44.10588235294118
02/17,6.711666666666667,0.08638095238095238,0.06186440677966101,51.0,60.404761904761905,42.94047619047619
02/18,6.126666666666667,0.25014285714285717,0.005,48.172413793103445,57.83132530120482,41.31325301204819
02/19,6.785,0.031220657276995308,0.03608247422680412,47.55172413793103,56.71084337349398,40.08433734939759
02/20,5.865555555555556,0.18333333333333332,0.0,48.851851851851855,57.390243902439025,41.01219512195122
02/21,4.95888888888889,0.257688679245283,0.008403361344537815,50.25925925925926,59.53012048192771,40.53012048192771
02/22,5.977777777777778,0.037751196172248806,0.00390625,50.86206896551724,61.01176470588236,40.96470588235294
02/23,5.940555555555556,0.00461904761904762,0.0,50.06896551724138,60.80232558139535,40.97674418604651
02/24,5.095000000000001,0.0019191919191919192,0.0,51.86206896551724,62.666666666666664,41.074074074074076
02/25,5.891111111111111,0.00044334975369458136,0.0,52.03448275862069,62.917647058823526,41.51764705882353
02/26,7.460588235294118,0.03509345794392523,0.015384615384615385,51.51724137931034,60.694117647058825,42.09411764705882
02/27,6.960555555555555,0.2479295154185022,0.01020408163265306,50.58620689655172,59.45679012345679,42.46913580246913
02/28,5.684117647058823,0.1945945945945946,0.0,50.275862068965516,59.19230769230769,41.98701298701299
02/29,5.458,0.1412676056338028,0.0,52.375,60.17391304347826,42.47826086956522
03/01,5.903333333333332,0.19499999999999998,0.0,50.93103448275862,59.42168674698795,42.08433734939759
03/02,5.256111111111111,0.18039647577092513,0.004807692307692308,52.172413793103445,61.32142857142857,43.25
03/03,5.033333333333332,0.07668161434977579,0.0,51.96551724137931,61.576470588235296,42.67058823529412
03/04,5.008333333333334,0.05352941176470589,0.010309278350515464,52.06896551724138,62.05882352941177,43.95294117647059
03/05,7.456111111111111,0.18333333333333332,0.002857142857142857,51.44827586206897,61.36046511627907,43.56976744186046
03/06,7.268888888888889,0.3862704918032787,0.05593220338983051,49.58620689655172,59.34117647058824,42.04705882352941
03/07,5.57888888888889,0.18608294930875574,0.015957446808510637,49.48275862068966,58.94117647058823,41.36470588235294
03/08,5.070555555555555,0.08604545454545455,0.016853932584269662,50.86206896551724,61.04651162790697,42.22093023255814
03/09,5.678888888888888,0.019339622641509433,0.0,53.44827586206897,63.93975903614458,44.55421686746988
03/10,5.742777777777778,0.09422535211267606,0.07572815533980583,53.241379310344826,63.15294117647059,45.61176470588235
03/11,6.2,0.06685840707964602,0.0,53.275862068965516,63.872093023255815,44.47674418604651
03/12,6.461666666666666,0.07114832535885168,0.0,55.275862068965516,65.35714285714286,44.785714285714285
03/13,6.351111111111111,0.1678341013824885,0.0,55.241379310344826,64.3452380952381,46.023809523809526
03/14,6.002777777777777,0.1944796380090498,0.0,54.55172413793103,64.42682926829268,46.48780487804878
03/15,6.276111111111111,0.22307692307692306,0.04105263157894737,53.275862068965516,63.59036144578313,45.373493975903614
03/16,5.530555555555555,0.17194570135746606,0.059459459459459456,53.241379310344826,64.33333333333333,44.654761904761905
03/17,5.480555555555555,0.1278341013824885,0.013888888888888888,52.10344827586207,63.93975903614458,43.42168674698795
03/18,5.392777777777777,0.04705607476635514,0.05909090909090909,52.96551724137931,62.72289156626506,44.12048192771084
03/19,4.275555555555556,0.037336448598130845,0.0,54.62068965517241,65.37647058823529,43.88235294117647
03/20,7.057777777777777,0.056108597285067875,0.0,53.13793103448276,62.94117647058823,45.37647058823529
03/21,6.722777777777777,0.12772727272727274,0.0,52.48275862068966,63.096385542168676,44.54216867469879
03/22,7.394444444444446,0.24610859728506787,0.0,50.642857142857146,60.76829268292683,42.91463414634146
03/23,6.611666666666668,0.12405529953917052,0.0,51.03448275862069,60.890243902439025,41.76829268292683
03/24,6.388333333333332,0.025075376884422112,0.009615384615384616,51.86206896551724,61.31707317073171,42.890243902439025
03/25,6.423888888888889,0.20390697674418606,0.06382978723404255,50.3448275862069,60.493975903614455,42.392857142857146
03/26,5.778888888888889,0.055748792270531394,0.022222222222222223,52.48275862068966,62.84146341463415,43.08536585365854
03/27,7.121666666666666,0.04497674418604651,0.0,53.827586206896555,62.963855421686745,45.144578313253014
03/28,6.114444444444445,0.09593607305936074,0.0,55.172413793103445,65.49397590361446,46.1566265060241
03/29,5.517222222222221,0.030821256038647347,0.0,56.206896551724135,67.29761904761905,45.857142857142854
03/30,6.661111111111111,0.05555023923444976,0.0,56.172413793103445,66.97560975609755,45.74390243902439
03/31,7.530555555555555,0.04756218905472636,0.009016393442622951,55.41379310344828,65.3625,45.7625
04/01,6.871666666666666,0.15088495575221236,0.04824561403508772,54.827586206896555,64.66279069767442,45.104651162790695
04/02,5.940555555555555,0.06486111111111112,0.004201680672268907,54.3448275862069,65.5813953488372,44.05813953488372
04/03,5.803333333333333,0.00736318407960199,0.0,54.13793103448276,66.36470588235294,44.55294117647059
04/04,7.5683333333333325,0.045211267605633806,0.0,52.41379310344828,63.35632183908046,44.62068965517241
04/05,6.449444444444444,0.12653658536585366,0.0,52.758620689655174,62.77906976744186,44.43023255813954
04/06,6.698333333333334,0.13867298578199053,0.015306122448979591,54.310344827586206,64.37647058823529,45.129411764705885
04/07,7.001176470588236,0.32587962962962963,0.0,54.93103448275862,65.67857142857143,46.083333333333336
04/08,6.721666666666667,0.08041666666666665,0.012345679012345678,53.89655172413793,65.48837209302326,45.616279069767444
04/09,6.55,0.07912621359223301,0.0,54.724137931034484,66.62068965517241,45.275862068965516
04/10,6.18888888888889,0.07648780487804879,0.0,56.03448275862069,67.06976744186046,46.383720930232556
04/11,6.984444444444446,0.06407766990291262,0.0,54.275862068965516,65.59302325581395,46.01162790697674
04/12,7.419444444444443,0.08692307692307691,0.0,54.10344827586207,64.98837209302326,45.97674418604651
04/13,7.3583333333333325,0.18211267605633802,0.021929824561403508,53.793103448275865,64.88372093023256,44.96511627906977
04/14,7.9766666666666675,0.029138755980861242,0.0,54.51724137931034,65.63218390804597,44.195402298850574
04/15,6.983888888888889,0.007626262626262626,0.0,55.03448275862069,66.02325581395348,44.51162790697674
04/16,6.735555555555556,0.029468599033816423,0.0,55.13793103448276,66.34883720930233,44.872093023255815
04/17,6.213333333333334,0.042722772277227726,0.017241379310344827,57.724137931034484,69.06024096385542,47.3855421686747
04/18,5.616666666666666,0.029174757281553398,0.0,59.275862068965516,71.5813953488372,48.05813953488372
04/19,6.125555555555555,0.006400000000000001,0.0,59.03448275862069,71.2,47.56470588235294
